Location,Job_Description,Sector,Eligibility,salary,Month,vacancies
BENGALURU,SALES EXECUTIVE - DIGITAL MARKETING,Sales/Retail/Business Development,BTech BE  ME MTech,25000,11,1
HYDERABAD,LOCALIZATION AUTOMATION DEVELOPER ,IT/Software Development,BTech BE  ME MTech,35000,10,1
BENGALURU,TELEMARKETING AGENT,Sales/Retail/Business Development,BTech BE  ME MTech,15000,4,2
BENGALURU,ENVIRONMENTAL HEALTH AND SAFETY MANAGER (EHS),Pharmaceutical,BTech BE  ME MTech,0,5,1
MUMBAI,CALL CENTER AGENT - ALEXANDRIA,Customer Service/Support,BTech BE  ME MTech,24000,10,2
BENGALURU,MARKETING EXECUTIVE,Marketing,BTech BE  ME MTech,30000,0,3
BENGALURU,PRODUCTION MANAGER - JUICE MANUFACTURING,Manufacturing/Production/Operations,BTech BE  ME MTech,90000,3,1
BENGALURU,TELEMARKETING AGENT,Marketing,BTech BE  ME MTech,15000,6,2
MUMBAI,MOTION GRAPHICS DESIGNER / VIDEO EDITOR - ALEXANDRIA,Creative/Design,BTech BE  ME MTech,40000,3,1
BENGALURU,SALES/MARKETING INTERN - INTERNSHIP,Marketing,BTech BE  ME MTech,0,11,2
BENGALURU,CALL CENTER AGENT (FOOD & BEVERAGE COMPANY) ,Customer Service/Support,BTech BE  ME MTech,20000,10,40
HYDERABAD,OUTDOOR SALES ENGINEER,Sales/Retail/Business Development,12TH,20000,11,1
BENGALURU,OPERATION MANAGER - EDUCATION ,Education/Training,BTech BE  ME MTech,70000,4,2
MUMBAI,CNC ROUTER ENGINEER - ALEXANDRIA,Engineering,BTech BE  ME MTech,30000,8,1
BENGALURU,PHP WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,7,1
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,20000,12,40
BENGALURU,BUSINESS DEVELOPMENT ENGINEER - CIVIL / MECHANICAL,Building Construction/Skilled Trades,BTech BE  MSc  MCA,40000,10,1
BENGALURU,SALES ENGINEER - POWER & ELECTRICITY,Sales/Retail/Business Development,BTech BE  ME MTech,20000,6,1
BENGALURU,SALES ENGINEER - ELECTRONICS,Sales/Retail/Business Development,MPhil PhD,20000,2,1
BEHEIRA,MECHANICAL ENGINEER- BEHEIRA ,Installation/Maintenance/Repair,BTech BE  ME MTech,25000,9,1
HYDERABAD,WORKSHOP MANAGER - ELECTRICAL/MECHANICAL ENGINEERING,Engineering,BTech BE  ME MTech,45000,10,1
BEHEIRA,AGRICULTURE ENGINEER - BEHEIRA ,Engineering,BTech BE  ME MTech,22000,9,1
HYDERABAD,TECHNICAL DIRECTOR - ELECTRICAL/MECHANICAL ENGINEERING,Engineering,BTech BE  ME MTech,70000,12,1
BENGALURU,SENIOR FRONT END ENGINEER,IT/Software Development,BTech BE  ME MTech,40000,0,1
AL SHARQIA,ELECTRICAL ENGINEER - AL SHARQIA,Engineering, BTech BE PG MTech,15000,6,2
BENGALURU,SENIOR SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,7,1
BENGALURU,SOFTWARE ENGINEERING MANAGER,IT/Software Development,BTech BE  ME MTech,80000,12,1
BENGALURU,SENIOR QUALITY ASSURANCE ENGINEER,Quality Assurance/Quality Control,BTech BE  ME MTech,35000,5,1
HYDERABAD,SENIOR NETWORK ADMINISTRATOR,IT/Software Development,BTech BE  ME MTech,70000,10,1
AL SHARQIA,CIVIL ENGINEER - AL SHARQIA,Engineering,BTech BE  ME MTech,15000,8,2
BENGALURU,CUSTOMER CARE AGENT,Customer Service/Support,BTech BE  ME MTech,25000,8,4
BENGALURU,SOFTWARE DEVELOPER INTERN @ SICT - INTERNSHIP,Engineering,BTech BE  ME MTech,0,0,8
BENGALURU,SALES ENGINEER (PRE-ENGINEERED STEEL CONSTRUCTION),Engineering,BTech BE  ME MTech,50000,2,3
BENGALURU,CHEMICAL ENGINEER ,Biotech/R&D/Science,BTech BE  ME MTech,40000,8,1
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support, BTech BE PG MTech,16000,11,1
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,16000,5,1
BENGALURU,DELEGATES MARKETING AND DISTRIBUTION SPECIALIST,Marketing,BTech BE  ME MTech,30000,6,2
HYDERABAD,INTERIOR DESIGNER- FINE ARTS ,Creative/Design,BTech BE  ME MTech,90000,9,2
HYDERABAD,INTERIOR DESIGNER - APPLIED ARTS ,Creative/Design,BTech BE  ME MTech,80000,3,2
HYDERABAD,FURNITURE DESIGN ENGINEER ,Creative/Design,BTech BE  ME MTech,80000,10,1
MUMBAI,SYSTEM ADMINISTRATOR,IT/Software Development,BTech BE  ME MTech,30000,5,1
HYDERABAD,PROJECT MANAGER / ARCHITECTURAL ENGINEER ,Creative/Design,BTech BE  ME MTech,35000,10,1
HYDERABAD,SALES ENGINEER,Engineering,BTech BE  ME MTech,60000,7,2
MUMBAI,GRAPHIC DESIGNER INTERN - INTERNSHIP ,Creative/Design,BTech BE  ME MTech,0,5,3
BENGALURU,MOTOR CLAIMS SURVEYOR - MECHANICAL ENGINEERING,Engineering,BTech BE  ME MTech,70000,7,2
BENGALURU,MOTOR CLAIMS ASSESSOR - MECHANICAL ENGINEERING,Engineering,BTech BE  ME MTech,40000,8,1
MUMBAI,MARKETING & SOCIAL MEDIA INTERN - INTERNSHIP,Marketing,BTech BE  ME MTech,0,8,3
BENGALURU,PRODUCT MANAGER,IT/Software Development,BTech BE  ME MTech,100000,11,1
HYDERABAD,TELE-MARKETING REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,70000,5,40
HYDERABAD,WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,6,2
BENGALURU,CALL CENTER AGENT ,Customer Service/Support,BTech BE  ME MTech,18000,1,2
HYDERABAD,FLASH DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,12,1
BENGALURU,OUTDOOR SALES CHEMIST ,Sales/Retail/Business Development,BTech BE  ME MTech,25000,5,1
BENGALURU,TECHNICAL SALES MECHANICAL ENGINEER ,Engineering, BTech BE PG MTech,30000,12,15
HYDERABAD,JUNIOR MECHANICAL DESIGN ENGINEER,Engineering,BTech BE  ME MTech,50000,5,1
BENGALURU,CUSTOMER CARE EXECUTIVE,Customer Service/Support,BTech BE  ME MTech,30000,8,2
BENGALURU,GRAPHIC DESIGNER ,Creative/Design,BTech BE  ME MTech,40000,3,1
HYDERABAD,HEALTH & SAFETY SPECIALIST - CONSTRUCTION,Building Construction/Skilled Trades,BTech BE  ME MTech,35000,3,1
MUMBAI,MAINTENANCE MANAGER - ALEXANDRIA,Engineering,BTech BE  ME MTech,60000,3,1
BENGALURU,JUNIOR WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,5,3
BENGALURU,CRM SPECIALIST,Customer Service/Support,BTech BE  ME MTech,20000,4,1
BENGALURU,ONLINE AUCTIONEER,Marketing,BTech BE  ME MTech,20000,7,2
BENGALURU,IOS MOBILE DEVELOPER,IT/Software Development,BTech BE  ME MTech,40000,9,2
HYDERABAD,QUANTITY SURVEYOR,Engineering,BTech BE  ME MTech,50000,12,1
BENGALURU,SENIOR JAVA DEVELOPER,IT/Software Development,BTech BE  ME MTech,100000,12,1
BENGALURU,TRANSLATOR (ARABIC TO ENGLISH),Editorial/Writing, BTech BE PG MTech,20000,2,1
BENGALURU,SENIOR MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,60000,0,1
BENGALURU,TELESALES AGENT,Customer Service/Support,BTech BE  ME MTech,15000,12,2
BENGALURU,CUSTOMER RELATIONSHIP OFFFICER - LADIES,Sales/Retail/Business Development, BTech BE PG MTech,30000,6,4
HYDERABAD,CUSTOMER SERVICE ADVISOR,Customer Service/Support,BTech BE  ME MTech,23000,4,5
BENGALURU,SENIOR IOS DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,10,1
BENGALURU,SENIOR ANDROID DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,7,1
BENGALURU,EXECUTIVE ENGINEERING MANAGER,Engineering, BTech BE ,300000,5,1
UPPER EGYPT,FARM MANAGER,Engineering,BTech BE  ME MTech,250000,7,1
BENGALURU,PROJECT COORDINATOR,Project/Program Management,BTech BE  ME MTech,40000,11,1
MUMBAI,COMMUNITY COORDINATOR - ALEXANDRIA,Marketing,BTech BE  ME MTech,15000,12,1
BENGALURU,LINUX SYSTEM ADMINISTRATOR - CAIRO,IT/Software Development,BTech BE  ME MTech,40000,7,4
BENGALURU,MARKETING,Marketing,BTech BE  ME MTech,12000,7,1
HYDERABAD,CUSTOMER SERVICE AGENT - MULTINATIONAL BANK,Customer Service/Support,BTech BE  ME MTech,40000,12,40
HYDERABAD,MOBILE SOFTWARE ENGINEER (ANDROID / IOS),IT/Software Development,BTech BE  ME MTech,80000,12,1
HYDERABAD,TELESALES AGENT - IT,Customer Service/Support,BTech BE  ME MTech,50000,11,2
HYDERABAD,SENIOR CONTENT DEVELOPER,Editorial/Writing,BTech BE  ME MTech,60000,7,1
HYDERABAD,SENIOR FULL STACK WEB DEVELOPER,IT/Software Development, BTech BE ,60000,1,1
HYDERABAD,UI / WEB DESIGNER,Creative/Design,BTech BE  ME MTech,60000,10,1
MUMBAI,WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,3,1
ASYUT,.NET DEVELOPER - ASYUT,IT/Software Development,BTech BE  ME MTech,25000,3,5
MUMBAI,SOCIAL MEDIA SPECIALIST - ALEXANDRIA,Marketing,5th,15000,5,1
BENGALURU,FRONT END ENGINEER,Engineering,BTech BE  ME MTech,100000,8,1
BENGALURU,CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  ME MTech,25000,5,1
BENGALURU,ENGINEERING & GRAPHICS INSTRUCTOR,Education/Training,BTech BE  ME MTech,100000,11,40
HYDERABAD,RETAIL SALES AGENT INDOOR,Customer Service/Support,BTech BE  ME MTech,16000,9,8
BENGALURU,EXECUTIVE SALES ENGINEER - SOLAR ENERGY,Engineering,BTech BE  ME MTech,23000,1,2
BENGALURU,DEMAND MARKETING AGENT,Marketing,BTech BE  ME MTech,50000,7,3
BENGALURU,CTO,IT/Software Development,BTech BE  ME MTech,50000,12,1
BENGALURU,PRESALES ENGINEER - HOME AUTOMATION,Engineering,BTech BE  ME MTech,35000,3,1
BENGALURU,SENIOR PRESALES ENGINEER - HOME AUTOMATION,Engineering, BTech BE PG  ,50000,4,1
BENGALURU,TECHNICAL MANAGER - AV & HOME AUTOMATION,Engineering,BTech BE  ME MTech,120000,0,1
HYDERABAD,R&D SPECIALIST,Biotech/R&D/Science, BTech BE PG MTech,20000,4,4
BENGALURU,ARCHITECTURAL SITE ENGINEER,Engineering,BTech BE  ME MTech,80000,0,1
HYDERABAD,BUSINESS DEVELOPMENT MANAGER,Marketing,PG  ,70000,1,1
BENGALURU,SENIOR PHP DEVELOPER,IT/Software Development,BTech BE  ME MTech,65000,10,1
BENGALURU,TECHNICAL INSTRUCTOR,Engineering,BTech BE  ME MTech,25000,9,5
BENGALURU,SENIOR ENGLISH TRANSLATOR,Editorial/Writing,BTech BE  ME MTech,35000,5,1
BENGALURU,CALL CENTER SUPERVISOR,Customer Service/Support,BTech BE  ME MTech,50000,2,1
BENGALURU,UI/UX WEB & GRAPHIC DESIGNER,IT/Software Development,BTech BE  ME MTech,70000,6,1
BENGALURU,DIGITAL MARKETING EXECUTIVE,Marketing,BTech BE  ME MTech,60000,11,1
HYDERABAD,GRAPHIC DESIGNER ,Creative/Design,BTech BE  ME MTech,20000,9,1
MANSOURA,SOFTWARE PROJECT COORDINATOR,IT/Software Development,BTech BE  ME MTech,60000,12,1
HYDERABAD,QUALITY & PRODUCT MANAGER - PRINTING PRESS,Manufacturing/Production/Operations,BTech BE  ME MTech,30000,12,3
BENGALURU,PROJECT COORDINATOR,Project/Program Management,BTech BE  ME MTech,50000,11,1
BENGALURU,COMMUNICATIONS AND PR EXECUTIVE,Marketing,BTech BE  ME MTech,50000,0,1
BENGALURU,SEO & SMM PROFESSIONAL ,Marketing,BTech BE  ME MTech,50000,7,1
BENGALURU,SENIOR UI DEVELOPER,IT/Software Development,BTech BE  ME MTech,65000,8,1
BENGALURU,SENIOR UI DESIGNER,IT/Software Development,BTech BE  ME MTech,65000,4,1
BENGALURU,WINDOWS MOBILE DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,3,1
MANSOURA,SENIOR SOFTWARE ANALYST,IT/Software Development,BTech BE  ME MTech,35000,1,2
BENGALURU,SENIOR SOFTWARE TESTER,IT/Software Development,BTech BE  ME MTech,80000,1,2
ISMALIA,QUALITY CONTROL SPECIALIST - ISMALIA,Quality Assurance/Quality Control,BTech BE  ME MTech,30000,11,2
BENGALURU,EVENTS COORDINATOR ,Marketing,BTech BE  ME MTech,50000,12,1
BENGALURU,IOS SWIFT DEVELOPER,IT/Software Development,BTech BE  ME MTech,90000,8,1
BENGALURU,RESELLER ACCOUNT MANAGER ,Engineering,BTech BE  ME MTech,50000,5,1
BENGALURU,FINISHING ARCHITECTURAL ENGINEER ,Engineering,BTech BE  ME MTech,100000,3,1
BENGALURU,FINISHING ARCHITECTURAL ENGINEER,Engineering,BTech BE  ME MTech,100000,9,1
BENGALURU,NETWORK & SYSTEM TEAM LEADER,IT/Software Development,BTech BE  ME MTech,75000,12,1
HYDERABAD,PROPERTY ADVISOR,Marketing, BTech BE PG  ,100000,11,8
BENGALURU,SOCIAL MEDIA CONTENT ADMINSTRATOR,Marketing,BTech BE  ME MTech,40000,4,1
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,40000,1,1
HYDERABAD,TELE-MARKETING REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,70000,11,40
HYDERABAD,ITALIAN CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,46000,5,40
HYDERABAD,CUSTOMER SUPPORT PROFESSIONAL - SPANISH,Customer Service/Support,BTech BE  ME MTech,35000,10,15
HYDERABAD,FRENCH SPEAKER - CUSTOMER SERVICE AGENT,Customer Service/Support,BTech BE  ME MTech,35000,1,80
BENGALURU,MOTION GRAPHICS DESIGNER,Creative/Design,BTech BE  ME MTech,60000,6,2
BENGALURU,KIDS AREA SUPERVISOR ,Education/Training,BTech BE  ME MTech,23000,8,40
BENGALURU,GRAPHIC DESIGNER ,Creative/Design,BTech BE  ME MTech,25000,5,2
BENGALURU,GRAPHIC & WEB DESIGNER,Creative/Design,DNB  MS MD,40000,6,2
ASYUT,JUNIOR JAVA SW DEVELOPER - ASYUT,IT/Software Development, BCom ,25000,12,1
BENGALURU,IT SALES MANAGER,IT/Software Development,BTech BE  ME MTech,200000,5,1
BENGALURU,IOS DEVELOPER (READY TO LEARN TITANIUM),IT/Software Development,BTech BE  ME MTech,25000,8,1
BENGALURU,INTERIOR DESIGNER,Creative/Design,BTech BE  ME MTech,60000,10,1
BENGALURU,TELESALES AGENT -NASR CITY,Sales/Retail/Business Development,Doctorate Doctorate ,20000,6,3
BENGALURU,TECHNICAL SALES ENGINEER ,Engineering,BTech BE  ME MTech,50000,11,1
PUNE,IT HELPDESK SPECIALIST ,IT/Software Development,BTech BE  ME MTech,30000,6,1
BENGALURU,TRANSLATOR (ENGLISH/ ARABIC),Editorial/Writing,BTech BE  ME MTech,25000,3,1
BENGALURU,GRAPHIC DESIGNER - FINALIZER,Creative/Design,BTech BE  ME MTech,35000,5,1
BENGALURU,IOS DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,12,1
BENGALURU,LIFESTYLE MANAGER ,Customer Service/Support,BTech BE  ME MTech,32000,9,2
HYDERABAD,WEB DESIGNER - WORDPRESS,Creative/Design,BTech BE  ME MTech,45000,0,2
HYDERABAD,SOCIAL MEDIA SPECIALIST,Marketing, BTech BE PG  ,40000,9,2
BENGALURU,JUNIOR GRAPHIC DESIGNER ,Creative/Design,BTech BE  ME MTech,40000,1,1
BENGALURU,WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,10,2
BENGALURU,UI DEVELOPER,IT/Software Development,BTech BE  ME MTech,50000,12,1
BENGALURU,BUSINESS ANALYST - IT,IT/Software Development,BTech BE  ME MTech,50000,7,2
HYDERABAD,CUSTOMER SERVICE REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,30000,3,2
BENGALURU,WEB DESIGNER,IT/Software Development,BTech BE  ME MTech,60000,5,2
HYDERABAD,TELE-MARKETING REPRESENTATIVE ,Sales/Retail/Business Development,BTech BE  ME MTech,70000,7,40
HYDERABAD,BUSINESS DEVELOPMENT EXECUTIVE,Marketing,BTech BE  ME MTech,35000,5,1
HYDERABAD,NETWORK ENGINEER,IT/Software Development,BTech BE  ME MTech,40000,2,1
BENGALURU,SALES ADMIN _ REAL ESTATE ,Marketing,BTech BE  ME MTech,35000,0,8
BENGALURU,MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,45000,3,1
BENGALURU,JUNIOR QUALITY CONTROL TESTER,IT/Software Development,BTech BE  ME MTech,100000,6,5
BENGALURU,IT SPECIALIST,IT/Software Development,BTech BE  ME MTech,30000,1,1
BENGALURU,IOS SENIOR SOFTWARE ENGINEER ,IT/Software Development,BTech BE  ME MTech,60000,2,1
BENGALURU,FRONTEND SENIOR SOFTWARE ENGINEER ,IT/Software Development,BTech BE  ME MTech,150000,1,1
BENGALURU,SENIOR FRONT-END DEVELOPER,IT/Software Development,BTech BE  ME MTech,100000,3,1
BENGALURU,FRONT LINE SALES ADVISOR - BIOMEDICAL ENGINEER,Sales/Retail/Business Development,BTech BE  ME MTech,30000,11,1
HYDERABAD,QC ENGINEER - IT,IT/Software Development,BTech BE  ME MTech,40000,3,1
BENGALURU,FRONT LINE SALES ADVISOR - BIOMEDICAL ENGINEER,Sales/Retail/Business Development,BTech BE  ME MTech,30000,12,1
BENGALURU,CALL CENTER AGENT (GOVERNMENTAL SERVICES),Customer Service/Support,BTech BE  ME MTech,13500,12,100
BENGALURU,BANKING CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,21000,8,100
BENGALURU,IT COORDINATOR,IT/Software Development,BTech BE ,25000,11,2
HELWAN,SALES ,Sales/Retail/Business Development,BTech BE MSc ME MTech ,15000,9,3
BENGALURU,CREATIVE DESIGN TEAM LEADER,Creative/Design,BTech BE  ME MTech,200000,9,1
BENGALURU,ECONOMIC DATA ENTRY CLERK ,Research,BTech BE  ME MTech,30000,4,4
BENGALURU,DIGITAL MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,35000,9,2
BENGALURU,JAVA SENIOR SOFTWARE ENGINEER,IT/Software Development,BTech BE  ME MTech,80000,9,2
BENGALURU,SENIOR C# WEB DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,8,1
BENGALURU,CALL CENTER ADVISOR,Customer Service/Support,BTech BE  ME MTech,26000,7,1
BENGALURU,SOFTWARE IMPLEMENTATION ENGINEER,IT/Software Development,BTech BE  ME MTech,60000,1,1
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,40000,11,1
BENGALURU,TELEMARKETING SPECIALIST - ADVERTISING,Customer Service/Support,BTech BE  ME MTech,20000,1,1
BENGALURU,CALL CENTER AGENT,Customer Service/Support,BTech BE  ME MTech,15000,2,1
BENGALURU,BILLING CONSULTANT,IT/Software Development,BTech BE  ME MTech,100000,7,1
HYDERABAD,COMPUTER ENGINEER ,Installation/Maintenance/Repair,BTech BE  ME MTech,25000,2,1
BENGALURU,IT SPECIALIST,Installation/Maintenance/Repair,12TH ,35000,9,1
BENGALURU,ANDROID DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,6,1
BENGALURU,SENIOR IOS DEVELOPER,IT/Software Development,BTech BE  ME MTech,80000,4,1
ASYUT,IOS SW DEVELOPER-ASYUT,IT/Software Development,BTech BE  ME MTech,35000,3,1
ASYUT,JUNIOR QC SPECIALIST -ASYUT,IT/Software Development,BTech BE  ME MTech,25000,11,1
HYDERABAD,SENIOR PHP DEVELOPER,IT/Software Development,BTech BE  ME MTech,45000,7,1
HYDERABAD,JUNIOR PHP DEVELOPER,IT/Software Development, BTech BE PG  ,45000,3,1
BENGALURU,MOBILE / HTML5 SENIOR DEVELOPER ,IT/Software Development,BTech BE  ME MTech,40000,8,1
BENGALURU,IT SPECIALIST,IT/Software Development,BTech BE  ME MTech,30000,5,1
BENGALURU,SENIOR .NET MVC DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,8,2
BENGALURU,K-12 CONTENT DEVELOPER,Education/Training,BTech BE  ME MTech,50000,3,15
BENGALURU,"TICKETING  & HOLIDAYS AGENT "" SABRE GDS """,Customer Service/Support,BTech BE  ME MTech,20000,2,5
BENGALURU,RECEPTIONIST,Customer Service/Support, BCom PG CA,15000,2,8
BENGALURU,PRE-SALES ENGINEER,Sales/Retail/Business Development,BTech BE  ME MTech,90000,0,1
BENGALURU,SOCIAL MEDIA MANAGER,Marketing,BTech BE  ME MTech,20000,2,1
BENGALURU,CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,18000,8,2
BENGALURU,FRENCH CUSTOMER SERVICE REPRESENTATIVE,Customer Service/Support,BTech BE  ME MTech,40000,12,1
BENGALURU,GERMAN CUSTOMER SERVICE AGENT (WAVE ONE),Customer Service/Support,BTech BE  ME MTech,50000,11,1
BENGALURU,JUNIOR /SENIOR .NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,100000,8,8
BENGALURU,SR. PHP DEVELOPER (SYMFONY2 - LARAVEL - YII),IT/Software Development,BTech BE  ME MTech,80000,2,1
BENGALURU,CONTENT EDITOR,Accounting/Finance/Insurance,BTech BE  ME MTech,20000,2,1
BENGALURU,CRM MANAGER,Customer Service/Support,BTech BE  ME MTech,90000,8,1
BENGALURU,IT TECHNICAL SUPPORT SPECIALIST,IT/Software Development,BTech BE  ME MTech,32000,10,1
HYDERABAD,MECHANICAL STUDIES ENGINEER ,Engineering,BTech BE  ME MTech,27000,5,2
BENGALURU,SALES ENGINEER ,Engineering,BTech BE  ME MTech,30000,9,1
BENGALURU,GRAPHIC DESIGNER,Creative/Design,BTech BE  ME MTech,25000,1,1
HYDERABAD,SERVICE SALES ENGINEER - ELECTRICAL/ MECHANICAL ,Engineering,BTech BE  ME MTech,50000,9,2
HYDERABAD,JUNIOR 3D ANIMATOR ,Creative/Design,BTech BE  ME MTech,40000,11,3
HYDERABAD,INSTRUCTIONAL DESIGNER,Education/Training,CA  ICWA  MCom  MBA PGDM,50000,2,4
HYDERABAD,SENIOR UX DESIGNER,IT/Software Development,BTech BE  ME MTech,80000,7,1
HYDERABAD,CUSTOMER SERVICE - UK ACCOUNT,Customer Service/Support,BTech BE  ME MTech,27000,2,8
BENGALURU,SERVICE DATA ANALYST,Administration,BTech BE  ME MTech,30000,4,2
HYDERABAD,WEB DESIGNER,IT/Software Development,BTech BE  ME MTech,30000,12,2
BENGALURU,SENIOR TECHNICAL OFFICE ENGINEER,Engineering,BTech BE  ME MTech,60000,4,2
BENGALURU,IT PRESALES ENGINEER,Engineering,BTech BE  ME MTech,45000,7,2
BENGALURU,PYTHON DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,8,1
BENGALURU,QUALITY INSPECTOR,Quality Assurance/Quality Control,BTech BE  ME MTech,30000,5,4
BENGALURU,MEP CONSTRUCTION MANAGER,Engineering,BTech BE  ME MTech,200000,5,1
BENGALURU,SALES ENGINEER,Engineering,BTech BE  ME MTech,50000,0,1
BENGALURU,BUSINESS DEVELOPMENT MANAGER - ENGINEERING,Business ,BTech BE  ME MTech,60000,3,1
BENGALURU,SENIOR .NET DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,12,2
BENGALURU,ANDROID DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,12,2
BENGALURU,BACK END DEVELOPER - JAVA,IT/Software Development,BTech BE  ME MTech,30000,1,1
BENGALURU,ERP APPLICATION CONSULTANT,IT/Software Development,BTech BE  ME MTech,100000,7,2
BENGALURU,ARCHITECT,Engineering,BTech BE  ME MTech,50000,8,1
BENGALURU,ARCHITECT,Building Construction/Skilled Trades,BTech BE  ME MTech,50000,3,1
HYDERABAD,SALES REPRESENTATIVE ,Sales/Retail/Business Development,MS MD  MCh,80000,10,15
BENGALURU,SEO SPECIALIST ,Marketing,BTech BE  ME MTech,40000,8,1
BENGALURU,SOFTWARE DEVELOPER ,IT/Software Development,BTech BE  ME MTech,35000,0,2
BENGALURU,CONSTRUCTION TECHNICAL OFFICE ENGINEER,Engineering,BTech BE  ME MTech,60000,3,1
BENGALURU,SOFTWARE TESTER,IT/Software Development,BTech BE  ME MTech,30000,8,1
BENGALURU,MEDICAL REPRESENTATIVE ,Sales/Retail/Business Development,BTech BE  ME MTech,45000,2,8
HYDERABAD,WORDPRESS WEB DEVELOPER ,IT/Software Development,BTech BE  ME MTech,35000,9,1
HYDERABAD,MARKETING SPECIALIST,Marketing,BTech BE  ME MTech,50000,4,2
BENGALURU,MEDICAL REPRESENTATIVE ,Medical,BTech BE  ME MTech,55000,2,15
BENGALURU,WATER METERS MAINTENANCE ENGINEER,Engineering,BTech BE  ME MTech,20000,2,1
BENGALURU,IRRIGATION ENGINEER,Installation/Maintenance/Repair,BTech BE  ME MTech,20000,2,1
BENGALURU,FRONT END DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,0,1
HYDERABAD,QUALITY CONTROL INSPECTOR,Quality Assurance/Quality Control,BTech BE  ME MTech,25000,5,1
BENGALURU,DIRECTOR OF OPERATIONS,Creative/Design,BTech BE  ME MTech,70000,1,1
BENGALURU,SC 10 PROGRAMME POLICY OFFICER (GENDER),Project/Program Management,BTech BE  ME MTech,308000,5,1
BENGALURU,IOS DEVELOPER,IT/Software Development,BTech BE  ME MTech,30000,1,1
HYDERABAD,SALES EXECUTIVE,Sales/Retail/Business Development,BTech BE  ME MTech,30000,2,4
HYDERABAD,TELE-MARKETING REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,70000,2,40
BENGALURU,MEDICAL ADVISOR,Medical,BTech BE  ME MTech,30000,7,1
BENGALURU,CUSTOMER SERVICE AGENT - NASR CITY,Sales/Retail/Business Development,BTech BE  ME MTech,20000,4,3
BENGALURU,SENIOR SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,60000,1,1
BENGALURU,BUSINESS DEVELOPMENT EXECUTIVE - CONSTRUCTION,Sales/Retail/Business Development,BTech BE  ME MTech,40000,11,1
BENGALURU,ARCHITECT,Engineering,BTech BE  ME MTech,30000,0,1
NEW NOZHA,WEB PROJECT MANAGER,IT/Software Development,BTech BE  ME MTech,150000,9,1
BENGALURU,SENIOR QUALITY AUTOMATION ENGINEER,IT/Software Development,BTech BE  ME MTech,80000,0,2
HYDERABAD,TELE-MARKETING REPRESENTATIVE ,Customer Service/Support,BTech BE  ME MTech,70000,3,40
BENGALURU,TECHNICAL SUPPORT ENGINEER - CIVIL / ARCHITECTURE,Engineering,BTech BE  ME MTech,25000,9,1
MUMBAI,CUSTOMER SERVICE AGENT- ALEXANDRIA ,Customer Service/Support,BTech BE  ME MTech,15000,0,3
HYDERABAD,SITE ENGINEER,Engineering,BTech BE  ME MTech,40000,0,1
BENGALURU,SENIOR ANDROID DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,8,4
HYDERABAD,PRODUCTION ENGINEER,Manufacturing/Production/Operations,BTech BE  ME MTech,25000,10,2
BENGALURU,SENIOR SOFTWARE DEVELOPER,IT/Software Development,BTech BE  ME MTech,90000,1,2
BENGALURU,SENIOR IOS DEVELOPER,IT/Software Development,BTech BE  ME MTech,70000,0,3
